tweetler,tarih
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
Fitch ABD’nin not görünümünü Negatife indirdi...,1 Ağu 2020
ABD’de küçük işletmelere yönelik 200 Milyar Dolarlık daha destek paketi hazırlanıyor.,7 Nis 2020
"Petrol çakıldı:

1)Arabistan: Rusya'ya gel üretimi kısalım fiyat ARTSIN dedi
2)Rusya: Olmaz, fiyat DÜŞSÜN, ABD'liler BATSIN dedi
3)Arabistan: Rusya'ya kızdı, açıyorum vanaları fiyat ÇÖKSÜN, sen de yan dedi
4)ABD: Şimdi Arabistan'ı arıyor durun siz kardeşsiniz diye

özeti budur..",25 Mar 2020
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
Ticaret savaşları ABD ve ÇİN arasında en çok kime zarar verir diye sormuştum. Çoğunluk ABD diye yanıt verdi. Ben ise uzun zamandır ÇİN bu işten çok ama çok daha zararlı çıkar görüşündeyim.,6 Tem 2018
"Devletler onca vergiyi bu gibi günler için topluyor.
Virüs yüzünden çalışamayan insanlar zorda.
Ekonomileri güçsüz ülkeler büyük zorluk çekecek. 
ABD 2 Trilyon $'a çıkarabilir halka harcayacağı parayı. Kanada ise siz evde rahat oturun size bakacağız virüs geçinceye kadar diyor.",21 Mar 2020
"Politikalarını ve disiplinlerini beğendiğim ülkeler:

1) Singapur (küçük ülkeler arasında),
2) Güney Kore (geçmişte),
3) Almanya (sadece bir parça),
4) Kanada (sadece bir parça),
5) Yeni Zellanda (Sosyal açıdan oldukça)

ABD-Çin-Güney Avrupa, Rusya .... bunlarda yanlışlar grubu!",3 Oca
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
