tweetler,tarih
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
"Türkiye'nin olumlu yanları:

1) Sağlık alanında yaptığı atılımlar.
2) Genç ve Dinamik nüfusu.
3) Tekstil ve Otomobil sektöründeki üretim gücü.

olumsuz yanları:

1) Ekonomi,
2) Eğitim,
3) Adalet reformunu yapmaması.

Olumlulara devam et. Olumsuzları değiştir.",30 Nis 2020
"Sokağa çıkma yasağı ilan etmeyen ülkelerin iki nedeni var:

1-Evdekilere bakacak paraları olmaması
2-Ekonomi kötü olur korkuları

Halbuki Sokağa çıkma yasağı ne kadar geç gelirse o kadar insan ölecek ve:

1-Paraları azalacak
2-Ekonomileri daha kötü olacak

Trump akıllanır umarım.",25 Mar 2020
"Ekonomi bir futbol maçı ise:
İhracat attığın Gol,
İthalat da yediğin Goldür.
Attığından fazla yersen Dış ticaret açığı verirsin.
Attığın gol (ihracatın) istediği kadar rekor olsun, Yediğin gol (ithalatın) daha fazlaysa, maçı kaybedersin...",13 Kas 2018
"İşsizlik Tavan yaptı,
Sanayi Üretimi çöktü...
Ekonomi ile ilgili Magazinsel tartışmaları bir yana koyup adam akıllı ve objektif bir şekilde tartışma zamanı geldi de geçiyor. Siyasal körlüğü bir yana bırakmazsak tartışacak ekonomi kalmayacak...",15 Şub 2019
Ekonomi Yönetimi FECİ bir hata yapıyor. Hazine’nin borçlanmasını engelleyerek Faizleri Suni olarak düşürüyor. Bu safça hata çok kötü sonuçlanacak. Bu Zihni Sihir olayı en son Türkiye’nin en kötü ekonomi yönetiminin mimarı Tansu Çiller yapmıştı! Lütfen yapmayın. Hata yapıyorsunuz!,28 Kas 2018
"Rezerv satarak Döviz tutulmaz.
Vergi arttırarak ithalat durmaz.
Faiz indirerek enflasyon inmez.
Ekonomi 101...",27 Tem 2020
Türkiye Cumhuriyeti’nin ekonomi bakanının istifa ettiği söyleniyor. Twitter hesabı yok olmuş. Aradan saatler geçmiş ve Ana TV kanallarında en ufak bir haber geçmiyor. Ekonominin kötü olmasının nedenlerinden biri budur. Böyle önemli bir haberi kanalların işlemiyor olması İnanılmaz,8 Kas 2020
